"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"503","Northern Ill.","11/30/12","99","JEFFERSON","NABAL","3","6","1","1","1","","","","","","",""
"503","Northern Ill.","01/01/13","99","JEFFERSON","NABAL","0","2","","","","","","","","","",""
"503","Northern Ill.","09/01/12","9B","LEMON","RASHEEN","1","1","","","","","","","","","",""
"503","Northern Ill.","09/08/12","9B","LEMON","RASHEEN","0","1","","","","","","","","","",""
"503","Northern Ill.","10/06/12","9B","LEMON","RASHEEN","1","0","","","","","","","","","",""
"503","Northern Ill.","10/13/12","9B","LEMON","RASHEEN","2","1","","","","","","","","","",""
"503","Northern Ill.","10/27/12","9B","LEMON","RASHEEN","0","1","","","","","","","","","",""
"503","Northern Ill.","11/03/12","9B","LEMON","RASHEEN","2","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","9B","LEMON","RASHEEN","1","0","","","","","","","","","",""
"503","Northern Ill.","11/30/12","9B","LEMON","RASHEEN","0","1","","","","","","","","","",""
"503","Northern Ill.","09/08/12","29","LOGAN","PARIS","0","2","","","","","","","","","",""
"503","Northern Ill.","10/13/12","29","LOGAN","PARIS","1","0","","","","","","","","","",""
"503","Northern Ill.","10/27/12","29","LOGAN","PARIS","0","1","","","","","","","","","",""
"503","Northern Ill.","11/03/12","29","LOGAN","PARIS","2","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","29","LOGAN","PARIS","2","0","","","","","","","","","",""
"503","Northern Ill.","11/30/12","29","LOGAN","PARIS","0","1","","","","","","","","","",""
"503","Northern Ill.","11/14/12","6","LYNCH","JORDAN","1","0","","","","","","","","","",""
"503","Northern Ill.","09/15/12","45","MAYS","BOOMER","5","2","2","0","3","","","","","","",""
"503","Northern Ill.","09/22/12","45","MAYS","BOOMER","4","0","1","0","2","","","","","","",""
"503","Northern Ill.","09/29/12","45","MAYS","BOOMER","1","2","","","","","","","","","",""
"503","Northern Ill.","10/20/12","45","MAYS","BOOMER","0","1","","","","","","","","","",""
"503","Northern Ill.","10/27/12","45","MAYS","BOOMER","2","2","","","","","","","","","",""
"503","Northern Ill.","11/03/12","45","MAYS","BOOMER","2","2","1","0","1","","","","","","",""
"503","Northern Ill.","11/14/12","45","MAYS","BOOMER","1","0","1","0","1","","","","","","",""
"503","Northern Ill.","11/23/12","45","MAYS","BOOMER","3","3","","","","","","","","","",""
"503","Northern Ill.","01/01/13","45","MAYS","BOOMER","0","1","","","","","","","","","",""
"503","Northern Ill.","09/08/12","49","MEEHAN","JASON","0","1","","","","","","","","","",""
"503","Northern Ill.","09/22/12","49","MEEHAN","JASON","0","2","","","","","","","","","",""
"503","Northern Ill.","09/29/12","49","MEEHAN","JASON","1","0","","","","","","","","","",""
"503","Northern Ill.","10/06/12","49","MEEHAN","JASON","1","2","","","","","","","","1","",""
"503","Northern Ill.","10/13/12","49","MEEHAN","JASON","1","0","","","","","","","","","",""
"503","Northern Ill.","10/20/12","49","MEEHAN","JASON","3","1","","","","","","","","","",""
"503","Northern Ill.","10/27/12","49","MEEHAN","JASON","1","1","","","","","","","","","1",""
"503","Northern Ill.","11/03/12","49","MEEHAN","JASON","1","1","","","","","","","","","",""
"503","Northern Ill.","11/23/12","49","MEEHAN","JASON","0","1","","","","","","","","","",""
"503","Northern Ill.","01/01/13","49","MEEHAN","JASON","2","0","","","","","","","","","",""
"503","Northern Ill.","09/01/12","11","MELVIN","RASHAAN","3","1","","","","","","","2","","",""
"503","Northern Ill.","09/08/12","11","MELVIN","RASHAAN","4","2","","","","","","","2","","",""
"503","Northern Ill.","09/15/12","11","MELVIN","RASHAAN","2","1","","","","","","","","","",""
"503","Northern Ill.","09/22/12","11","MELVIN","RASHAAN","5","0","","","","","","","","","",""
"503","Northern Ill.","09/29/12","11","MELVIN","RASHAAN","2","0","","","","","","","3","","",""
"503","Northern Ill.","10/06/12","11","MELVIN","RASHAAN","4","3","","","","","","","","","",""
"503","Northern Ill.","10/13/12","11","MELVIN","RASHAAN","4","2","","","","","","","","","",""
"503","Northern Ill.","10/20/12","11","MELVIN","RASHAAN","3","0","","","","","","","3","","",""
"503","Northern Ill.","11/14/12","11","MELVIN","RASHAAN","2","0","","","","","","","1","","",""
"503","Northern Ill.","11/23/12","11","MELVIN","RASHAAN","2","1","","","","","","","4","","",""
"503","Northern Ill.","11/30/12","11","MELVIN","RASHAAN","2","2","","","","","","","2","","",""
"503","Northern Ill.","01/01/13","11","MELVIN","RASHAAN","6","4","1","1","3","","","","","1","",""
"503","Northern Ill.","09/29/12","30","MOORE","MARLON","3","3","","","","","","","","","",""
"503","Northern Ill.","10/06/12","30","MOORE","MARLON","4","4","1","0","3","","","","","","",""
"503","Northern Ill.","10/13/12","30","MOORE","MARLON","4","1","","","","","","","1","","",""
"503","Northern Ill.","10/20/12","30","MOORE","MARLON","3","0","","","","","","","","","",""
"503","Northern Ill.","10/27/12","30","MOORE","MARLON","6","0","","","","","","","2","","",""
"503","Northern Ill.","11/03/12","30","MOORE","MARLON","2","0","","","","","","","1","","",""
"503","Northern Ill.","11/14/12","30","MOORE","MARLON","6","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","30","MOORE","MARLON","2","1","","","","","","","","","",""
"503","Northern Ill.","10/27/12","33","MOORE","TRE","1","1","","","","","","","","","",""
"503","Northern Ill.","11/03/12","33","MOORE","TRE","1","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","33","MOORE","TRE","1","0","","","","","","","","","",""
"503","Northern Ill.","01/01/13","55","NESS","ANDREW","1","0","","","","","","","","","",""
"503","Northern Ill.","09/01/12","95","PROGAR","SEAN","3","1","1","0","12","1","0","12","","","",""
"503","Northern Ill.","09/08/12","95","PROGAR","SEAN","0","2","0","1","2","","","","","","",""
"503","Northern Ill.","09/15/12","95","PROGAR","SEAN","3","5","","","","","","","","","",""
"503","Northern Ill.","09/22/12","95","PROGAR","SEAN","4","1","","","","","","","","","",""
"503","Northern Ill.","09/29/12","95","PROGAR","SEAN","0","4","","","","","","","","","",""
"503","Northern Ill.","10/06/12","95","PROGAR","SEAN","1","0","","","","","","","","","",""
"503","Northern Ill.","10/13/12","95","PROGAR","SEAN","2","2","1","0","2","1","0","2","1","","",""
"503","Northern Ill.","10/20/12","95","PROGAR","SEAN","1","2","1","2","21","1","2","21","","1","",""
"503","Northern Ill.","10/27/12","95","PROGAR","SEAN","5","2","3","0","19","3","0","19","","","1",""
"503","Northern Ill.","11/03/12","95","PROGAR","SEAN","1","1","1","0","9","1","0","9","","1","",""
"503","Northern Ill.","11/14/12","95","PROGAR","SEAN","2","1","1","0","1","","","","","","",""
"503","Northern Ill.","11/23/12","95","PROGAR","SEAN","0","1","0","1","5","0","1","5","","","1",""
"503","Northern Ill.","11/30/12","95","PROGAR","SEAN","1","1","","","","","","","","","",""
"503","Northern Ill.","01/01/13","95","PROGAR","SEAN","1","2","0","1","2","","","","","","1",""
"503","Northern Ill.","09/08/12","46","RAINEY","GEORGE","1","0","1","0","1","","","","1","","",""
"503","Northern Ill.","09/22/12","46","RAINEY","GEORGE","0","1","","","","","","","","","",""
"503","Northern Ill.","09/29/12","46","RAINEY","GEORGE","2","2","0","1","1","","","","","","",""
"503","Northern Ill.","10/13/12","46","RAINEY","GEORGE","1","0","1","0","7","1","0","7","","","",""
"503","Northern Ill.","10/20/12","46","RAINEY","GEORGE","1","0","","","","","","","","","",""
"503","Northern Ill.","10/27/12","46","RAINEY","GEORGE","1","2","1","0","6","","","","","","",""
"503","Northern Ill.","11/03/12","46","RAINEY","GEORGE","4","1","1","0","2","","","","","","",""
"503","Northern Ill.","11/14/12","46","RAINEY","GEORGE","0","1","","","","","","","","","",""
"503","Northern Ill.","11/23/12","46","RAINEY","GEORGE","0","3","0","1","4","0","1","4","","","",""
"503","Northern Ill.","11/30/12","46","RAINEY","GEORGE","1","3","1","1","13","1","0","10","","","",""
"503","Northern Ill.","01/01/13","46","RAINEY","GEORGE","2","0","","","","","","","","","",""
"503","Northern Ill.","09/08/12","52","SANTACATERINA","MICHAEL","3","2","","","","","","","","","",""
"503","Northern Ill.","09/15/12","52","SANTACATERINA","MICHAEL","1","0","","","","","","","","","",""
"503","Northern Ill.","09/22/12","52","SANTACATERINA","MICHAEL","","","","","","","","","1","","",""
"503","Northern Ill.","09/29/12","52","SANTACATERINA","MICHAEL","4","2","0","1","0","","","","","","",""
"503","Northern Ill.","10/06/12","52","SANTACATERINA","MICHAEL","0","4","","","","","","","","","",""
"503","Northern Ill.","10/13/12","52","SANTACATERINA","MICHAEL","2","1","1","0","1","","","","","","",""
"503","Northern Ill.","10/27/12","52","SANTACATERINA","MICHAEL","0","2","","","","","","","","","",""
"503","Northern Ill.","11/03/12","52","SANTACATERINA","MICHAEL","3","1","1","0","4","","","","2","1","",""
"503","Northern Ill.","11/23/12","52","SANTACATERINA","MICHAEL","2","0","","","","","","","","1","",""
"503","Northern Ill.","01/01/13","52","SANTACATERINA","MICHAEL","0","1","","","","","","","","","",""
"503","Northern Ill.","09/01/12","14","STEPHEN","COURTNEY","1","0","","","","","","","","","",""
"503","Northern Ill.","10/13/12","14","STEPHEN","COURTNEY","3","0","","","","","","","","","",""
"503","Northern Ill.","10/20/12","14","STEPHEN","COURTNEY","1","0","","","","","","","","","",""
"503","Northern Ill.","10/27/12","14","STEPHEN","COURTNEY","1","0","","","","","","","","","",""
"503","Northern Ill.","11/03/12","14","STEPHEN","COURTNEY","4","2","","","","","","","","","",""
"503","Northern Ill.","11/14/12","14","STEPHEN","COURTNEY","1","0","","","","","","","","","",""
"503","Northern Ill.","09/08/12","42","STINGLY","CAMERON","1","0","","","","","","","","","",""
"503","Northern Ill.","09/01/12","19","STONE","DEMETRIUS","3","0","","","","","","","1","","",""
"503","Northern Ill.","09/08/12","19","STONE","DEMETRIUS","3","2","","","","","","","","","",""
"503","Northern Ill.","09/15/12","19","STONE","DEMETRIUS","2","3","","","","","","","","","",""
"503","Northern Ill.","09/22/12","19","STONE","DEMETRIUS","3","0","","","","","","","2","","",""
"503","Northern Ill.","09/29/12","19","STONE","DEMETRIUS","3","2","","","","","","","","","",""
"503","Northern Ill.","10/06/12","19","STONE","DEMETRIUS","6","4","1","0","2","","","","","","",""
"503","Northern Ill.","10/13/12","19","STONE","DEMETRIUS","5","2","","","","","","","","","",""
"503","Northern Ill.","10/20/12","19","STONE","DEMETRIUS","5","2","","","","","","","1","","",""
"503","Northern Ill.","10/27/12","19","STONE","DEMETRIUS","4","5","","","","","","","","","",""
"503","Northern Ill.","11/03/12","19","STONE","DEMETRIUS","1","1","","","","","","","","","",""
"503","Northern Ill.","11/14/12","19","STONE","DEMETRIUS","4","2","","","","","","","1","","",""
"503","Northern Ill.","11/23/12","19","STONE","DEMETRIUS","3","2","","","","","","","","","",""
"503","Northern Ill.","11/30/12","19","STONE","DEMETRIUS","4","2","","","","","","","","","",""
"503","Northern Ill.","01/01/13","19","STONE","DEMETRIUS","3","1","","","","","","","","","",""
"503","Northern Ill.","09/01/12","15","WARD","JIMMIE","7","5","0","1","0","","","","2","","",""
"503","Northern Ill.","09/08/12","15","WARD","JIMMIE","5","5","","","","","","","2","","",""
"503","Northern Ill.","09/15/12","15","WARD","JIMMIE","6","5","","","","","","","1","","",""
"503","Northern Ill.","09/22/12","15","WARD","JIMMIE","6","0","","","","","","","","","",""
"503","Northern Ill.","09/29/12","15","WARD","JIMMIE","8","4","","","","","","","","","",""
"503","Northern Ill.","10/06/12","15","WARD","JIMMIE","5","7","","","","","","","1","","",""
"503","Northern Ill.","10/13/12","15","WARD","JIMMIE","1","1","","","","","","","","","",""
"503","Northern Ill.","10/20/12","15","WARD","JIMMIE","1","1","","","","","","","2","","",""
"503","Northern Ill.","10/27/12","15","WARD","JIMMIE","0","3","","","","","","","1","","",""
"503","Northern Ill.","11/14/12","15","WARD","JIMMIE","10","1","","","","","","","","1","",""
"503","Northern Ill.","11/23/12","15","WARD","JIMMIE","1","2","","","","","","","","","",""
"503","Northern Ill.","11/30/12","15","WARD","JIMMIE","4","2","0","1","3","","","","1","","",""
"503","Northern Ill.","01/01/13","15","WARD","JIMMIE","11","3","","","","","","","1","","1",""
"503","Northern Ill.","09/01/12","24","WARE","DOMINIQUE","1","0","","","","","","","","","",""
"503","Northern Ill.","09/08/12","24","WARE","DOMINIQUE","1","1","","","","","","","","","",""
"503","Northern Ill.","09/29/12","24","WARE","DOMINIQUE","0","1","","","","","","","","","",""
"503","Northern Ill.","10/06/12","24","WARE","DOMINIQUE","2","0","","","","","","","1","","",""
"503","Northern Ill.","10/13/12","24","WARE","DOMINIQUE","3","1","","","","","","","","","",""
"503","Northern Ill.","10/20/12","24","WARE","DOMINIQUE","2","1","","","","","","","","","",""
"503","Northern Ill.","10/27/12","24","WARE","DOMINIQUE","1","3","","","","","","","1","","",""
"503","Northern Ill.","11/03/12","24","WARE","DOMINIQUE","7","1","1","0","2","","","","1","","",""
"503","Northern Ill.","11/14/12","24","WARE","DOMINIQUE","2","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","24","WARE","DOMINIQUE","0","1","","","","","","","","","",""
"503","Northern Ill.","11/30/12","24","WARE","DOMINIQUE","1","0","","","","","","","","","",""
"503","Northern Ill.","09/15/12","26","WEDEL","TYLER","1","0","","","","","","","","","",""
"503","Northern Ill.","11/14/12","26","WEDEL","TYLER","1","0","","","","","","","","","",""
"503","Northern Ill.","09/01/12","91","WELLS","ANTHONY","3","0","","","","","","","","","",""
"503","Northern Ill.","09/08/12","91","WELLS","ANTHONY","0","2","","","","","","","","","",""
"503","Northern Ill.","09/15/12","91","WELLS","ANTHONY","1","0","1","0","7","1","0","7","","","",""
"503","Northern Ill.","09/22/12","91","WELLS","ANTHONY","0","1","","","","","","","","","",""
"503","Northern Ill.","09/29/12","91","WELLS","ANTHONY","1","1","1","0","3","","","","","","",""
"503","Northern Ill.","10/13/12","91","WELLS","ANTHONY","3","2","1","0","2","","","","1","","",""
"503","Northern Ill.","10/27/12","91","WELLS","ANTHONY","1","1","","","","","","","","","",""
"503","Northern Ill.","11/03/12","91","WELLS","ANTHONY","3","1","2","0","13","1","0","7","","","",""
"503","Northern Ill.","11/14/12","91","WELLS","ANTHONY","2","1","1","0","2","1","0","2","","","",""
"503","Northern Ill.","11/23/12","91","WELLS","ANTHONY","0","1","","","","","","","","","",""
"503","Northern Ill.","11/30/12","91","WELLS","ANTHONY","2","1","2","1","8","1","0","6","","","",""
"503","Northern Ill.","09/01/12","97","WINDSOR","JOE","2","2","2","0","19","2","0","19","","","",""
"503","Northern Ill.","09/08/12","97","WINDSOR","JOE","1","2","","","","","","","","","",""
"503","Northern Ill.","09/15/12","97","WINDSOR","JOE","3","1","","","","","","","","","",""
"503","Northern Ill.","09/22/12","97","WINDSOR","JOE","4","0","2","0","13","2","0","13","","","",""
"503","Northern Ill.","09/29/12","97","WINDSOR","JOE","0","1","0","1","0","","","","","","",""
"503","Northern Ill.","10/06/12","97","WINDSOR","JOE","0","1","","","","","","","2","","1",""
"503","Northern Ill.","10/13/12","97","WINDSOR","JOE","5","2","4","0","5","1","0","2","","","",""
"503","Northern Ill.","10/20/12","97","WINDSOR","JOE","3","1","1","1","10","1","1","10","","","",""
"503","Northern Ill.","10/27/12","97","WINDSOR","JOE","1","0","","","","","","","","","",""
"503","Northern Ill.","11/03/12","97","WINDSOR","JOE","2","1","","","","","","","1","","",""
"503","Northern Ill.","11/14/12","97","WINDSOR","JOE","2","0","","","","","","","","","",""
"503","Northern Ill.","11/23/12","97","WINDSOR","JOE","0","1","0","1","6","0","1","6","","","1",""
"503","Northern Ill.","11/30/12","97","WINDSOR","JOE","1","0","","","","","","","","","1",""
"503","Northern Ill.","10/13/12","27","WINKEL","BOBBY","2","0","","","","","","","","","",""
"503","Northern Ill.","11/03/12","27","WINKEL","BOBBY","0","2","","","","","","","","","",""
"503","Northern Ill.","11/23/12","27","WINKEL","BOBBY","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","44","ARIGUZO","CHI CHI","5","2","1","1","3","","","","","","",""
"509","Northwestern","09/08/12","44","ARIGUZO","CHI CHI","8","2","3","0","11","1","0","7","1","","",""
"509","Northwestern","09/15/12","44","ARIGUZO","CHI CHI","2","8","","","","","","","2","","1",""
"509","Northwestern","09/22/12","44","ARIGUZO","CHI CHI","2","3","0","2","2","","","","","","",""
"509","Northwestern","09/29/12","44","ARIGUZO","CHI CHI","4","3","1","0","2","","","","","","",""
"509","Northwestern","10/06/12","44","ARIGUZO","CHI CHI","6","6","","","","","","","1","","",""
"509","Northwestern","10/13/12","44","ARIGUZO","CHI CHI","6","2","","","","","","","","","",""
"509","Northwestern","10/20/12","44","ARIGUZO","CHI CHI","3","0","","","","","","","","","1",""
"509","Northwestern","10/27/12","44","ARIGUZO","CHI CHI","0","5","","","","","","","","","",""
"509","Northwestern","11/10/12","44","ARIGUZO","CHI CHI","2","1","1","0","5","","","","","","",""
"509","Northwestern","11/17/12","44","ARIGUZO","CHI CHI","3","2","1","0","9","1","0","9","1","","",""
"509","Northwestern","11/24/12","44","ARIGUZO","CHI CHI","10","1","2","0","3","1","0","2","","","",""
"509","Northwestern","01/01/13","44","ARIGUZO","CHI CHI","5","0","","","","","","","","","",""
"509","Northwestern","09/01/12","91","ARNFELT","BRIAN","3","0","1","0","3","","","","","","",""
"509","Northwestern","09/08/12","91","ARNFELT","BRIAN","2","2","2","0","11","1","0","9","","1","1",""
"509","Northwestern","09/15/12","91","ARNFELT","BRIAN","2","2","1","0","2","","","","","1","",""
"509","Northwestern","09/22/12","91","ARNFELT","BRIAN","0","1","","","","","","","","","1",""
"509","Northwestern","09/29/12","91","ARNFELT","BRIAN","1","0","","","","","","","","","",""
"509","Northwestern","10/06/12","91","ARNFELT","BRIAN","1","3","","","","","","","","","",""
"509","Northwestern","10/13/12","91","ARNFELT","BRIAN","0","1","","","","","","","","","",""
"509","Northwestern","10/20/12","91","ARNFELT","BRIAN","1","1","1","0","9","1","0","9","","","",""
"509","Northwestern","10/27/12","91","ARNFELT","BRIAN","2","0","1","0","8","1","0","8","","","1",""
"509","Northwestern","11/10/12","91","ARNFELT","BRIAN","","","","","","","","","1","","",""
"509","Northwestern","11/17/12","91","ARNFELT","BRIAN","1","1","","","","","","","","","",""
"509","Northwestern","01/01/13","91","ARNFELT","BRIAN","1","0","","","","","","","1","","",""
"509","Northwestern","09/01/12","7","BATES","HUNTER","1","0","","","","","","","","","1",""
"509","Northwestern","09/08/12","7","BATES","HUNTER","0","1","","","","","","","","","",""
"509","Northwestern","09/15/12","7","BATES","HUNTER","2","1","","","","","","","","","",""
"509","Northwestern","09/22/12","1A","BRYANT","C.J.","0","1","","","","","","","","","",""
"509","Northwestern","09/29/12","1A","BRYANT","C.J.","1","0","","","","","","","","","",""
"509","Northwestern","10/20/12","1A","BRYANT","C.J.","3","1","","","","","","","","","",""
"509","Northwestern","10/27/12","1A","BRYANT","C.J.","2","0","","","","","","","","","",""
"509","Northwestern","11/24/12","1A","BRYANT","C.J.","2","0","","","","","","","","1","",""
"509","Northwestern","01/01/13","1A","BRYANT","C.J.","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","24","CAMPBELL","IBRAHEIM","11","2","","","","","","","","","",""
"509","Northwestern","09/08/12","24","CAMPBELL","IBRAHEIM","3","2","","","","","","","","","",""
"509","Northwestern","09/15/12","24","CAMPBELL","IBRAHEIM","0","2","","","","","","","1","","",""
"509","Northwestern","09/22/12","24","CAMPBELL","IBRAHEIM","4","1","","","","","","","1","","",""
"509","Northwestern","09/29/12","24","CAMPBELL","IBRAHEIM","0","1","","","","","","","1","","",""
"509","Northwestern","10/06/12","24","CAMPBELL","IBRAHEIM","8","6","","","","","","","2","","",""
"509","Northwestern","10/13/12","24","CAMPBELL","IBRAHEIM","6","4","","","","","","","","","",""
"509","Northwestern","10/20/12","24","CAMPBELL","IBRAHEIM","8","1","","","","","","","3","1","",""
"509","Northwestern","10/27/12","24","CAMPBELL","IBRAHEIM","4","4","","","","","","","1","","",""
"509","Northwestern","11/10/12","24","CAMPBELL","IBRAHEIM","2","1","","","","","","","","","",""
"509","Northwestern","11/17/12","24","CAMPBELL","IBRAHEIM","5","6","0","1","1","","","","2","1","1",""
"509","Northwestern","11/24/12","24","CAMPBELL","IBRAHEIM","4","0","","","","","","","","","",""
"509","Northwestern","01/01/13","24","CAMPBELL","IBRAHEIM","4","0","","","","","","","1","","",""
"509","Northwestern","09/01/12","27","CARPENTER","JARED","2","0","","","","","","","","","",""
"509","Northwestern","09/08/12","27","CARPENTER","JARED","3","1","","","","","","","1","","",""
"509","Northwestern","09/15/12","27","CARPENTER","JARED","2","5","","","","","","","","","",""
"509","Northwestern","09/22/12","27","CARPENTER","JARED","1","4","","","","","","","","","",""
"509","Northwestern","09/29/12","27","CARPENTER","JARED","1","2","","","","","","","","","",""
"509","Northwestern","10/06/12","27","CARPENTER","JARED","4","1","","","","","","","","","",""
"509","Northwestern","10/13/12","27","CARPENTER","JARED","3","2","","","","","","","1","","",""
"509","Northwestern","10/20/12","27","CARPENTER","JARED","3","0","","","","","","","","","",""
"509","Northwestern","10/27/12","27","CARPENTER","JARED","2","1","","","","","","","","","",""
"509","Northwestern","11/10/12","27","CARPENTER","JARED","5","2","1","0","6","","","","2","1","",""
"509","Northwestern","11/17/12","27","CARPENTER","JARED","2","7","","","","","","","2","","",""
"509","Northwestern","11/24/12","27","CARPENTER","JARED","2","1","","","","","","","","","",""
"509","Northwestern","01/01/13","27","CARPENTER","JARED","10","0","","","","","","","","","",""
"509","Northwestern","09/08/12","99","CARTER","CHANCE","0","1","","","","","","","","","",""
"509","Northwestern","09/15/12","99","CARTER","CHANCE","1","0","","","","","","","","","",""
"509","Northwestern","09/22/12","99","CARTER","CHANCE","0","1","","","","","","","","","",""
"509","Northwestern","10/06/12","99","CARTER","CHANCE","0","2","","","","","","","","","",""
"509","Northwestern","10/13/12","99","CARTER","CHANCE","0","1","0","1","1","","","","","","",""
"509","Northwestern","10/20/12","99","CARTER","CHANCE","1","3","0","1","0","","","","","","",""
"509","Northwestern","10/27/12","99","CARTER","CHANCE","0","1","","","","","","","","","",""
"509","Northwestern","11/17/12","99","CARTER","CHANCE","2","0","","","","","","","","","",""
"509","Northwestern","11/24/12","99","CARTER","CHANCE","0","1","","","","","","","","","",""
"509","Northwestern","01/01/13","99","CARTER","CHANCE","1","0","","","","","","","","","",""
"509","Northwestern","11/24/12","89","CHAPMAN","MAX","1","0","1","0","5","","","","","","",""
"509","Northwestern","09/29/12","2","COLTER","KAIN","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","19","DICKERSON","CAMERON","0","1","","","","","","","","","",""
"509","Northwestern","10/13/12","19","DICKERSON","CAMERON","1","0","","","","","","","","","",""
"509","Northwestern","11/24/12","19","DICKERSON","CAMERON","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","2A","DUGAR","DEMETRIUS","1","1","","","","","","","","","",""
"509","Northwestern","09/08/12","2A","DUGAR","DEMETRIUS","2","2","","","","","","","","","",""
"509","Northwestern","09/15/12","2A","DUGAR","DEMETRIUS","2","3","","","","","","","","","",""
"509","Northwestern","09/22/12","2A","DUGAR","DEMETRIUS","1","0","","","","","","","","","",""
"509","Northwestern","10/27/12","2A","DUGAR","DEMETRIUS","4","0","","","","","","","1","","",""
"509","Northwestern","11/10/12","2A","DUGAR","DEMETRIUS","2","1","","","","","","","","","",""
"509","Northwestern","11/17/12","2A","DUGAR","DEMETRIUS","4","1","","","","","","","1","","",""
"509","Northwestern","09/15/12","45","ELLIS","COLLIN","1","0","","","","","","","","","",""
"509","Northwestern","09/22/12","45","ELLIS","COLLIN","1","0","","","","","","","","","",""
"509","Northwestern","09/29/12","45","ELLIS","COLLIN","1","0","1","0","3","1","0","3","","","",""
"509","Northwestern","10/06/12","45","ELLIS","COLLIN","0","1","","","","","","","","","",""
"509","Northwestern","10/13/12","45","ELLIS","COLLIN","1","0","","","","","","","","","",""
"509","Northwestern","10/27/12","45","ELLIS","COLLIN","0","1","","","","","","","","","",""
"509","Northwestern","11/10/12","45","ELLIS","COLLIN","1","2","","","","","","","","","",""
"509","Northwestern","09/29/12","36","ESHUN","MIKE","1","2","","","","","","","","","",""
"509","Northwestern","09/01/12","31","EVANS","QUINN","2","0","","","","","","","","","",""
"509","Northwestern","09/08/12","31","EVANS","QUINN","4","1","","","","","","","","","",""
"509","Northwestern","09/15/12","31","EVANS","QUINN","2","0","","","","","","","","","",""
"509","Northwestern","09/22/12","31","EVANS","QUINN","4","3","0","1","0","","","","","","",""
"509","Northwestern","09/29/12","31","EVANS","QUINN","5","0","","","","","","","1","","",""
"509","Northwestern","10/06/12","31","EVANS","QUINN","4","1","","","","","","","1","","",""
"509","Northwestern","10/13/12","31","EVANS","QUINN","0","1","","","","","","","","","",""
"509","Northwestern","10/20/12","31","EVANS","QUINN","3","1","","","","","","","","","",""
"509","Northwestern","11/10/12","31","EVANS","QUINN","","","","","","","","","1","","",""
"509","Northwestern","11/17/12","31","EVANS","QUINN","5","2","","","","","","","","","",""
"509","Northwestern","01/01/13","8","FIELDS","DEMETRIUS","1","0","","","","","","","","","",""
"509","Northwestern","09/15/12","34","FLAHERTY","STEVE","0","1","","","","","","","","","",""
"509","Northwestern","10/06/12","34","FLAHERTY","STEVE","1","0","","","","","","","","","",""
"509","Northwestern","10/20/12","34","FLAHERTY","STEVE","1","0","","","","","","","","","",""
"509","Northwestern","11/24/12","34","FLAHERTY","STEVE","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","16","FLEMING","DAVION","6","4","0","1","2","","","","","1","",""
"509","Northwestern","09/29/12","16","FLEMING","DAVION","0","1","","","","","","","","","",""
"509","Northwestern","11/17/12","16","FLEMING","DAVION","0","1","","","","","","","","","",""
"509","Northwestern","11/24/12","16","FLEMING","DAVION","1","0","","","","","","","","","",""
"509","Northwestern","09/22/12","98","GIBSON","DEONTE","0","1","0","1","1","","","","","","",""
"509","Northwestern","09/29/12","98","GIBSON","DEONTE","2","0","","","","","","","","","2",""
"509","Northwestern","10/06/12","98","GIBSON","DEONTE","0","1","","","","","","","","","",""
"509","Northwestern","10/20/12","98","GIBSON","DEONTE","1","0","","","","","","","","","",""
"509","Northwestern","10/27/12","98","GIBSON","DEONTE","2","0","1","0","3","1","0","3","","","",""
"509","Northwestern","11/10/12","98","GIBSON","DEONTE","2","0","1","0","2","1","0","2","","","",""
"509","Northwestern","11/17/12","98","GIBSON","DEONTE","","","","","","","","","","","1",""
"509","Northwestern","09/01/12","48","GOODLOW","RODERICK","2","0","","","","","","","","","",""
"509","Northwestern","09/15/12","48","GOODLOW","RODERICK","0","1","","","","","","","","","",""
"509","Northwestern","09/01/12","9","HALL","JIMMY","1","0","","","","","","","","","",""
"509","Northwestern","09/08/12","9","HALL","JIMMY","1","0","","","","","","","","","",""
"509","Northwestern","11/10/12","9","HALL","JIMMY","1","0","","","","","","","","","",""
"509","Northwestern","11/24/12","9","HALL","JIMMY","0","1","0","1","0","","","","","","",""
"509","Northwestern","01/01/13","9","HALL","JIMMY","1","0","","","","","","","1","","",""
"509","Northwestern","09/08/12","92","HAMPTON","WILL","1","2","0","1","1","","","","","","",""
"509","Northwestern","09/22/12","92","HAMPTON","WILL","0","2","","","","","","","1","","",""
"509","Northwestern","10/13/12","92","HAMPTON","WILL","1","1","1","0","1","","","","","","",""
"509","Northwestern","10/27/12","92","HAMPTON","WILL","0","2","0","1","1","","","","","","",""
